Industry,investment_type,SubIndustry,ProductServiceType,name,Unicorn,org_name,cb_url,rank,legal_name,roles,homepage_url,country_code,region,city,status,short_description,category_list,category_groups_list,num_funding_rounds,total_funding_usd,founded_on,last_funding_on,closed_on,employee_count,logo_url,alias1,primary_role,num_exits,funding_round_uuid,org_country_code,announced_on,raised_amount_usd,post_money_valuation_usd,post_money_valuation,investor_count,investor_name,investor_type,is_lead_investor,investor_country_code,investor_types,investor_investment_count,investor_total_funding_usd,is_lead_investor_name,featured_job_title,acquirer_name,acquisition_type,acquired_on,stock_exchange_symbol,stock_symbol,went_public_on,valuation_price_usd,money_raised_usd,funding_year,founded_year,acquired_year,went_public_year,country_name(CHN),country_name,country_name_full,Post Money Value
儲能,Series B,"電池循環經濟,儲能系統整合","二次生命電池,設備供應安裝",Element Energy,,Element Energy,https://www.crunchbase.com/organization/element-energy,19016.0,,company,http://www.elementenergy.com,USA,California,Menlo Park,acquired,"Element Energy is a startup with technology that significantly improves the performance, reliability and cost of large battery packs.",Battery,Energy,4.0,146900000.0,2019-01-01,2023-11-14,,,https://images.crunchbase.com/image/upload/t_cb-default-original/cghbpvhftlyppqw2khds,,company,,60398434-4dc0-46eb-bc43-c20d1f925467,USA,2023-11-14,73000000.0,,,10.0,AFW Partners,organization,,KOR,"private_equity_firm,venture_capital",8.0,,,Co-Founder Chief Operating Officer,Volterra,acquisition,2013-01-22,,,,,,2023.0,2019.0,2013.0,,美國,USA,United States of America,
儲能,Grant,儲能系統整合,"設備供應安裝,系統整合,儲能專案開發與營運商",Ecoult,,Ecoult,https://www.crunchbase.com/organization/ecoult,137750.0,,company,http://www.ecoult.com,AUS,New South Wales,Sydney,acquired,Ecoult delivers energy storage solutions that improve energy reliability and efficiency.,"Energy,Energy Storage,Hardware","Energy,Hardware",4.0,6021556.0,2007-01-01,2017-02-14,,,https://images.crunchbase.com/image/upload/t_cb-default-original/v1397194621/8a82f78e24f217a262353b6a1693af42.jpg,,company,,e92e7a19-dfe5-4c76-8ae2-d38fffee1d4e,AUS,2013-02-07,600387.0,,,1.0,Australian Renewable Energy Agency,organization,,AUS,government_office,435.0,40000000.0,,CFO,East Penn Manufacturing Co,acquisition,2010-05-08,,,,,,2013.0,2007.0,2010.0,,澳洲,Australia,Australia,
儲能,Series Unknown,儲能系統整合,設備供應安裝,Nanoscale Components,,Nanoscale Components,https://www.crunchbase.com/organization/nanoscale-components,77192.0,"Nanoscale Components, Inc.",company,http://www.nanoscalecomp.com,USA,New Hampshire,Bedford,operating,"Nanoscale Components offers the only safe, scalable, low-cost prelithiation to enable high performance, lower cost lithium-ion battery cells","Battery,Manufacturing,Nanotechnology","Energy,Manufacturing,Science and Engineering",6.0,24110271.0,2007-01-01,2021-11-02,,,https://images.crunchbase.com/image/upload/t_cb-default-original/v1397191179/cb4216406ca6b667cf70aea29cab965c.jpg,,company,,08aac86f-127b-4f90-8844-c0c93b33e9f4,USA,2021-11-02,14999991.0,,,,,,,,,,,,,,,,,,,,,2021.0,2007.0,,,美國,USA,United States of America,
儲能,Series Unknown,"電化學儲能,儲能系統整合","液流電池,設備供應安裝",Invinity Energy Systems Plc,,Invinity Energy Systems Plc,https://www.crunchbase.com/organization/redt,130175.0,nvinity Energy Systems,company,https://invinity.com/,JEY,NA - Jersey,St. Helier,ipo,Invinity Energy Systems Plc is a company which has created a method by which electrical energy can be stored in liquid form.,"Energy,Energy Storage,Manufacturing,Renewable Energy,Solar","Energy,Manufacturing,Natural Resources,Sustainability",13.0,138225994.0,2009-01-01,2024-05-02,,,https://images.crunchbase.com/image/upload/t_cb-default-original/esfsgv9nanapw2bjsb1h,redT energy plc,company,,9a11c645-fcfd-4ece-2132-dbc72198375b,JEY,2011-12-16,1173366.0,,,3.0,AIB Seed Capital Fund,organization,,IRL,venture_capital,48.0,,AIB Seed Capital Fund,"Co-Founder, President and Chief Commercial Officer",,,,lse,IES,2006-04-25,,,2011.0,2009.0,,2006.0,澤西,Jersey,Jersey,
儲能,Series C,"電池循環經濟,儲能系統整合","電池回收再利用,二次生命電池,設備供應安裝",Qnovo,,Qnovo,https://www.crunchbase.com/organization/qnovo,2747.0,Qnovo Incorporated,company,http://www.qnovo.com,USA,California,Milpitas,operating,Award-winning battery intelligence software provider,"Automotive,Battery,Consumer Electronics,Electric Vehicle,Enterprise Software,Mobile Devices","Consumer Electronics,Energy,Hardware,Mobile,Software,Transportation",4.0,40600000.0,2010-01-01,2022-01-11,,,https://images.crunchbase.com/image/upload/t_cb-default-original/v1463000119/joiym2k8qpix06apg4db.png,,company,,a88ebe92-d066-46ee-8afb-9ca13d85a444,USA,2022-01-11,24000000.0,,,5.0,RockPort Capital,organization,,USA,venture_capital,107.0,,BorgWarner,"Co-Founder VP, Technology",,,,,,,,,2022.0,2010.0,,,美國,USA,United States of America,
儲能,Post IPO,"電化學儲能,電池循環經濟,儲能系統整合","固態電池,鋰硫電池,電池回收再利用,設備供應安裝",Enovix,,Enovix,https://www.crunchbase.com/organization/enovix,362.0,ENOVIX Corp.,company,https://enovix.com,USA,California,Fremont,ipo,Enovix develops and produces lithium-ion batteries.,"Energy,Energy Storage,Renewable Energy","Energy,Sustainability",12.0,1086350005.0,2006-01-01,2025-09-11,,,https://images.crunchbase.com/image/upload/t_cb-default-original/wmkmsvpdxbhrpybz0o2q,MicroAzure,company,,af4de9de-832b-41c8-aca8-36895d575630,USA,2025-09-11,360000000.0,,,,,,,,,,,,Founder,,,,fra,6Q81,2022-10-14,,,2025.0,2006.0,,2022.0,美國,USA,United States of America,
儲能,Seed,儲能系統整合,設備供應安裝,Gridtential Energy,,Gridtential Energy,https://www.crunchbase.com/organization/gridtential-energy,29904.0,"Gridtential Energy, Inc.",company,http://www.gridtential.com,USA,California,Santa Clara,operating,Gridtential Energy provides AGM battery technology services.,"Battery,CleanTech,Energy,Energy Storage,Renewable Energy,Service Industry","Energy,Other,Sustainability",4.0,29969000.0,2010-01-01,2021-04-27,,,https://images.crunchbase.com/image/upload/t_cb-default-original/mfucylxgs4m3aljzzbjl,,company,,5a3f5aa6-c350-382f-39c8-31960b22b12f,USA,2013-03-08,969000.0,,,1.0,The Roda Group,organization,,USA,venture_capital,31.0,,,Founder and Chief Technical Advisor,,,,,,,,,2013.0,2010.0,,,美國,USA,United States of America,
儲能,Series Unknown,熱能儲能,"顯熱儲能,潛熱儲能",Viking Cold Solutions,,Viking Cold Solutions,https://www.crunchbase.com/organization/viking-cold-solutions,128106.0,"Viking Cold Solutions, Inc.",company,http://vikingcold.com,USA,Texas,Sugar Land,operating,Viking Cold Solutions provides energy management systems and thermal energy storage solutions to help companies achieve energy efficiency.,"Energy,Energy Efficiency,Energy Management,Energy Storage","Energy,Sustainability",6.0,8964214.0,2007-01-01,2016-10-18,,,https://images.crunchbase.com/image/upload/t_cb-default-original/v1397185884/8deb5bfbb68fe312a28a3d4b5a8298f1.jpg,,company,,05b4c4e4-3d44-4140-a4b6-6122c238b673,USA,2014-10-23,1118000.0,,,,,,,,,,,,"Co-Founder, Chief Executive Officer, and President",,,,,,,,,2014.0,2007.0,,,美國,USA,United States of America,
儲能,Series D,"電化學儲能,電池循環經濟","鋰離子電池,電池回收再利用",Sila,,Sila,https://www.crunchbase.com/organization/sila-nanotechnologies,47836.0,Sila Nanotechnologies Inc.,company,http://www.silanano.com,USA,California,Alameda,operating,Sila is a battery materials company that manufactures energy-density lithium-ion batteries for electric vehicles.,"Battery,Electric Vehicle,Electronics,Manufacturing,Nanotechnology","Consumer Electronics,Energy,Hardware,Manufacturing,Science and Engineering,Transportation",8.0,1355499609.0,2011-01-01,2024-06-27,,,https://images.crunchbase.com/image/upload/t_cb-default-original/576820eb489b4b3abdae603022416c67,Sila Nanotechnologies,company,,6b3f6d62-7a36-4d8e-af76-bf6c49c7ac14,USA,2018-08-16,70000000.0,350000000.0,350000000.0,8.0,Chengwei Capital,organization,,CHN,venture_capital,105.0,,Sutter Hill Ventures,CTO Co-Founder,,,,,,,,,2018.0,2011.0,,,美國,USA,United States of America,$2B
儲能,Grant,儲能系統整合,"系統整合,儲能專案開發與營運商",EnergySage,,EnergySage,https://www.crunchbase.com/organization/energysage,4397.0,"EnergySage, Inc.",company,http://www.energysage.com,USA,Massachusetts,Boston,acquired,"EnergySage is an online marketplace for energy systems, including rooftop solar, community solar, storage, and heat pumps.","Energy,Energy Storage,Marketplace,Price Comparison,Renewable Energy,Solar","Commerce and Shopping,Energy,Natural Resources,Sustainability",5.0,6950000.0,2009-01-01,2020-10-13,,,https://images.crunchbase.com/image/upload/t_cb-default-original/wfe6tsff2ao1xobzu096,EnergySage,company,,3bbc990f-7f85-4ba8-9d62-c1c49833804e,USA,2020-10-13,100000.0,,,1.0,Massachusetts Clean Energy Center,organization,,USA,government_office,314.0,,Massachusetts Clean Energy Center,CEO Founder; Board Director,Schneider Electric,acquisition,2022-02-17,,,,,,2020.0,2009.0,2022.0,,美國,USA,United States of America,
儲能,Debt,"電池循環經濟,儲能系統整合","電池回收再利用,設備供應安裝",Advanced Battery Concepts,,Advanced Battery Concepts,https://www.crunchbase.com/organization/advanced-battery-concepts,189541.0,"Advanced Battery Concepts, LLC",company,http://advancedbatteryconcepts.com,USA,Michigan,Clare,operating,Advanced Battery Concepts is a battery technology development company specializing in green products.,"Battery,Green Consumer Goods,Information Technology,Manufacturing,Software","Consumer Goods,Energy,Information Technology,Manufacturing,Software,Sustainability",6.0,5939927.0,2009-01-01,2020-10-14,,,https://images.crunchbase.com/image/upload/t_cb-default-original/v1397196390/4f16cffdd3913179e1e34e0f108e767c.png,Advanced Battery Concepts Michigan,company,,01ce365a-4572-4a74-a49b-f85828b8260d,USA,2011-03-31,1030000.0,,,,,,,,,,,,Founder CEO,,,,,,,,,2011.0,2009.0,,,美國,USA,United States of America,
儲能,Series Unknown,儲能系統整合,"系統整合,儲能專案開發與營運商",Fusebox Energy,,Fusebox Energy,https://www.crunchbase.com/organization/fusebox-ou,45131.0,Fusebox Plc.,company,https://www.fusebox.energy,EST,Harjumaa,Tallinn,operating,Fusebox develops an energy management platform that integrates and optimizes distributed power resources.,"Energy,Energy Management,Energy Storage,Smart Cities","Energy,Real Estate",5.0,7215747.0,2014-12-29,2025-01-20,,,https://images.crunchbase.com/image/upload/t_cb-default-original/2386263fb83b4cb5b1991de1a11cfbbf,,company,,907f0b0c-379a-4d01-9962-364a23d7edcf,EST,2025-01-20,2708663.0,,,4.0,Eneco Ventures,organization,,NLD,venture_capital,27.0,,Soulmates Ventures,CEO,,,,,,,,,2025.0,2014.0,,,愛沙尼亞,Estonia,Estonia,
儲能,Series B,儲能系統整合,"系統整合,儲能專案開發與營運商",Caban Systems,,Caban Systems,https://www.crunchbase.com/organization/caban-systems,7451.0,"Caban Systems, Inc.",company,http://www.cabansystems.com,USA,California,Burlingame,operating,Caban Systems designs a software enabled energy storage solution for telecom infrastructure providers worldwide.,"Battery,Clean Energy,Energy,Energy Storage,Manufacturing,Renewable Energy,Software","Energy,Manufacturing,Software,Sustainability",6.0,136000000.0,2018-03-01,2025-04-15,,,https://images.crunchbase.com/image/upload/t_cb-default-original/lkjlaydzgwh89yxifetc,Caban,company,,ff738ae6-e2f6-4288-99d2-739d5411dd9e,USA,2022-07-22,51000000.0,,,6.0,Portfolia,organization,,USA,venture_capital,129.0,1500000.0,BCP Ventures,Head of Business Ops,,,,,,,,,2022.0,2018.0,,,美國,USA,United States of America,
儲能,Grant,電池循環經濟,電池回收再利用,Group14 Technologies,,Group14 Technologies,https://www.crunchbase.com/organization/group14-technologies,1430.0,"Group14 Technologies, Inc.",company,http://www.group14.technology,USA,Washington,Woodinville,operating,Group14 Technologies is a commercial manufacturer and supplier of advanced silicon battery technology.,"Battery,Chemical Engineering,Electric Vehicle,Energy Storage,Nanotechnology","Energy,Science and Engineering,Transportation",11.0,1219216858.0,2015-01-01,2025-08-20,,,https://images.crunchbase.com/image/upload/t_cb-default-original/pisktvdlftye0acbymca,,company,,603985d0-dcca-438d-8c97-cd95a6afa681,USA,2015-08-15,2830000.0,,,,,,,,,,,,CEO and Founder,,,,,,,,,2015.0,2015.0,,,美國,USA,United States of America,$3B
儲能,Series Unknown,儲能系統整合,"設備供應安裝,系統整合,儲能專案開發與營運商",Wegatech,,Wegatech,https://www.crunchbase.com/organization/wegatech,72831.0,Wegatech Greenergy Gmbh,company,https://www.wegatech.de/,DEU,Bayern,Munich,operating,"Plan renewable energy technology for customers (Photovoltaic systems, electricity storage and heat pumps).","Clean Energy,CleanTech,Energy,Energy Management,Energy Storage","Energy,Sustainability",2.0,9983796.0,2011-01-01,2022-10-04,,,https://images.crunchbase.com/image/upload/t_cb-default-original/omw59wybl7fewfhaf6e9,,company,,6d5b9749-c3cf-47d2-8852-2beefbe6f0e6,DEU,2022-10-04,9983796.0,,,1.0,Gothaer Group,organization,,DEU,,1.0,,Gothaer Group,"Co-Founder, Managing Director and Chief Executive Officer",,,,,,,,,2022.0,2011.0,,,德國,Germany,Germany,
儲能,Series A,儲能系統整合,"系統整合,儲能專案開發與營運商",Hybrid Energy Storage Solutions,,Hybrid Energy Storage Solutions,https://www.crunchbase.com/organization/hybrid-energy-storage-solutions-ltd,36666.0,Hybrid Energy Storage Solutions SL,company,https://hesstec.net,ESP,Andalucia,La Rinconada,operating,"HESS Ltd. is a technological solution provider, a pioneer in creating hybrid energy storage solutions for the electrical grid","Clean Energy,Energy,Energy Efficiency,Energy Management,Energy Storage,Power Grid,Renewable Energy,Software","Energy,Software,Sustainability",3.0,17106374.0,2018-04-16,2025-05-28,,,https://images.crunchbase.com/image/upload/t_cb-default-original/zmnry5jhhwrlhch49ex9,HESStec,company,,a9fcfa42-2669-49eb-a3ee-ac152815ffcb,ESP,2021-05-27,2804372.0,,,,,,,,,,,,General Service Purchase Manager,,,,,,,,,2021.0,2018.0,,,西班牙,Spain,Spain,
儲能,Seed,儲能系統整合,"系統整合,儲能專案開發與營運商",TWAICE,,TWAICE,https://www.crunchbase.com/organization/twaice,6874.0,TWAICE Technologies GmbH,company,https://twaice.com/,DEU,Bayern,Munich,operating,TWAICE is a battery company developing analytics software that addresses the transparency and predictability of batteries.,"Artificial Intelligence (AI),Battery,Information Technology,Predictive Analytics,Software","Artificial Intelligence (AI),Data and Analytics,Energy,Information Technology,Science and Engineering,Software",5.0,71530046.0,2018-06-01,2022-04-26,,,https://images.crunchbase.com/image/upload/t_cb-default-original/k2c7szuhjeha0iyavcut,,company,,add31273-1ed7-48fd-9129-87d174a28a07,DEU,2018-09-18,1401241.0,,,2.0,Speedinvest,organization,,AUT,venture_capital,534.0,,,Founder Co-CEO,,,,,,,,,2018.0,2018.0,,,德國,Germany,Germany,
儲能,Pre-Seed,儲能系統整合,"設備供應安裝,系統整合,儲能專案開發與營運商",Clean Energy Global,,Clean Energy Global,https://www.crunchbase.com/organization/clean-energy-global-gmbh,148452.0,Clean Energy Global GmbH,company,https://www.clean-energy-global.com,DEU,Berlin,Berlin,operating,Clean Energy Global develops a smart scalable swappable battery system as Battery-as-a-Service.,"Automotive,Battery,Clean Energy","Energy,Sustainability,Transportation",2.0,548017.0,2016-09-19,2019-05-20,,,https://images.crunchbase.com/image/upload/t_cb-default-original/m1kyaifodtqd8urqggrg,"Clean Energy Pack, Clean Energy Net",company,,bc1e30db-beb7-4b50-8927-fc21458f31d4,DEU,2018-08-15,198473.0,2750269.0,2425000.0,,,,,,,,,,Co-founder,,,,,,,,,2018.0,2016.0,,,德國,Germany,Germany,
儲能,Seed,"化學儲能,機械儲能","電轉氫,合成甲烷,綠氨,抽蓄水力儲能",Infranordic AS,,Infranordic AS,https://www.crunchbase.com/organization/infranordic-as,1080001.0,,company,,NOR,Oslo,Oslo,operating,Investment manager within energy infrastructure,Hydroelectric,"Energy,Sustainability",2.0,629226.0,2013-10-01,2018-05-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/wngafcctodkgaklv3hem,,company,,a6cd449e-485c-42ab-8668-174fd625d7ab,NOR,2013-12-01,629226.0,,,,,,,,,,,,Founder Executive Chairman,,,,,,,,,2013.0,2013.0,,,挪威,Norway,Norway,
儲能,Series C,電池循環經濟,"電池回收再利用,二次生命電池",Ample,,Ample,https://www.crunchbase.com/organization/ample-6b70,4582.0,"Ample, Inc.",company,https://ample.com,USA,California,San Francisco,operating,Ample offers modular battery-swapping technology for efficient energy delivery and scalable power solutions in the electric vehicles sector.,"Automotive,Charging Infrastructure,Electric Vehicle,Energy,Energy Storage,Transportation","Energy,Transportation",7.0,326852321.0,2014-01-01,2025-06-10,,,https://images.crunchbase.com/image/upload/t_cb-default-original/b0roerx3hpxq9e5p7sqp,,company,,51d25bff-1199-47fb-a73a-1dd676fba618,USA,2021-08-19,160000000.0,,,8.0,PTT Public Company,organization,,THA,,4.0,,Moore Strategic Ventures,Co-Founder President,,,,,,,,,2021.0,2014.0,,,美國,USA,United States of America,$1B
儲能,Seed,電化學儲能,鋰硫電池,Zeta Energy,,Zeta Energy,https://www.crunchbase.com/organization/tubz,29809.0,Zeta Energy LLC,company,https://zetaenergy.com/,USA,Texas,Houston,operating,"Zeta Energy develop and commercialize safe rechargeable batteries that are higher performing, lower cost and sustainably manufactured.","Battery,Energy,Energy Efficiency,Renewable Energy","Energy,Sustainability",4.0,35160000.0,2014-01-01,2024-02-08,,,https://images.crunchbase.com/image/upload/t_cb-default-original/dhgl7iqxl08fktxrzecp,Tubz,company,,fb02110a-2060-43b9-8a0a-e86ceb1d1d60,USA,2018-06-08,4160000.0,,,,,,,,,,,,Founder CEO,,,,,,,,,2018.0,2014.0,,,美國,USA,United States of America,
儲能,Grant,機械儲能,"重力儲能,抽蓄水力儲能",Quidnet Energy,,Quidnet Energy,https://www.crunchbase.com/organization/quidnet-energy,27229.0,Quidnet Energy,company,http://www.quidnetenergy.com/,USA,Texas,Houston,operating,Technology-driven energy storage company powering the carbon-free electric grid.,"Battery,Clean Energy,CleanTech,Energy,Energy Efficiency,Energy Storage,Hydroelectric,Power Grid,Renewable Energy","Energy,Sustainability",7.0,31334946.0,2013-01-01,2022-11-22,,,https://images.crunchbase.com/image/upload/t_cb-default-original/r1z6bftknwziqsuxcrjp,,company,,6c6affb0-344f-4093-bcf6-ea8d5b6e0a60,USA,2018-09-19,3298786.0,,,1.0,ARPA - E US Department of Energy,person,,,"angel,investment_partner",2.0,,ARPA - E US Department of Energy,Co-Founder CTO,,,,,,,,,2018.0,2013.0,,,美國,USA,United States of America,
儲能,Seed,儲能系統整合,"設備供應安裝,系統整合,儲能專案開發與營運商",Solatrify,,Solatrify,https://www.crunchbase.com/organization/solatrify,236352.0,Solatrify Nigeria Limited,company,https://solatrify.com/,NGA,Lagos,Lagos,operating,Africas foremost value-added solar distribution company,"Energy,Energy Storage,Renewable Energy,Retail,Solar","Commerce and Shopping,Energy,Natural Resources,Sustainability",1.0,5000.0,2018-08-01,2018-07-02,,,https://images.crunchbase.com/image/upload/t_cb-default-original/smohtqwofuj9k8atuwo5,,company,,b51ab8aa-0417-4293-8f8c-983c2105ab40,NGA,2018-07-02,5000.0,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,,,奈及利亞,Nigeria,Nigeria,
儲能,Series Unknown,"電化學儲能,電池循環經濟,儲能系統整合","鋰硫電池,二次生命電池,設備供應安裝",Trion Energy Solutions,,Trion Energy Solutions,https://www.crunchbase.com/organization/trion-energy-solutions,79049.0,Trion Battery Technologies Inc.,company,https://www.trionbattery.com,USA,South Dakota,Rapid City,operating,Trion Energy Solutions is a manufacturing company that offers silicon-modified graphite anode materials.,"Battery,Electrical Distribution,Electronics,Energy,Manufacturing","Consumer Electronics,Energy,Hardware,Manufacturing",3.0,12161000.0,2013-01-01,2022-04-26,,,https://images.crunchbase.com/image/upload/t_cb-default-original/xe1ga1jdapnrxw54jcqs,Waterford Battery Systems,company,,2f8d91cd-0497-4cee-8a41-f23ab39fce1b,USA,2022-04-26,11086000.0,,,,,,,,,,,,,,,,,,,,,2022.0,2013.0,,,美國,USA,United States of America,
儲能,Seed,電化學儲能,鈉離子電池,Tiamat,,Tiamat,https://www.crunchbase.com/organization/tiamat,51472.0,SAS TIAMAT,company,http://www.tiamat-energy.com/,FRA,Picardie,Amiens,operating,"Tiamat designs, develops, and produces innovative solutions for energy storage applications.","Energy,Energy Storage,Industrial Manufacturing","Energy,Manufacturing",4.0,8377354.0,2017-01-01,2024-01-12,,,https://images.crunchbase.com/image/upload/t_cb-default-original/q8ehycyf9dlsjzujsslc,Tiamat Energy,company,,000ce3db-ab8b-44b5-b5e4-a8b9e284919f,FRA,2018-10-03,4131511.0,,,2.0,Finovam Gestion,organization,,FRA,venture_capital,40.0,,,Chief Financial Officer Operating Partner,,,,,,,,,2018.0,2017.0,,,法國,France,France,
儲能,Series Unknown,"電池循環經濟,儲能系統整合","電池回收再利用,設備供應安裝",Northvolt,,Northvolt,https://www.crunchbase.com/organization/northvolt-ab,8380.0,Northvolt AB,"company,investor",http://www.northvolt.com,SWE,Stockholms Lan,Stockholm,operating,"Northvolt is a battery manufacturer for electric vehicles, industrial systems, and energy storage systems.","Battery,Clean Energy,CleanTech,Energy,Manufacturing","Energy,Manufacturing,Sustainability",14.0,13819908679.0,2016-01-01,2024-01-16,,,https://images.crunchbase.com/image/upload/t_cb-default-original/totiayjvqicaktufw8jw,,investor,,002baf1e-5167-4c93-8e27-9c7365aedbc7,SWE,2021-06-09,2750000000.0,11750000000.0,11750000000.0,18.0,IMAS Foundation,organization,,NLD,,8.0,,,CEO and Co-Founder,,,,,,,,,2021.0,2016.0,,,瑞典,Sweden,Sweden,$12B
儲能,Series A,電化學儲能,鈉離子電池,Altris,,Altris,https://www.crunchbase.com/organization/altris,14950.0,Altris AB,company,http://www.altris.se,SWE,Uppsala Lan,Uppsala,operating,Altris is a sodium-ion battery developer that focuses on enhancing energy storage efficiency and sustainability.,"Battery,Chemical,Energy Storage,Manufacturing","Energy,Manufacturing,Science and Engineering",5.0,32013732.0,2017-01-01,2024-10-09,,,https://images.crunchbase.com/image/upload/t_cb-default-original/852dd507784844bf89ad989544bd45e7,,company,,893fb01a-27de-409a-aa51-65cfb3a0bf1a,SWE,2022-03-03,10623265.0,,,3.0,EIT InnoEnergy,organization,,NLD,"accelerator,venture_capital",246.0,150145158.0,,CEO Founder,,,,,,,,,2022.0,2017.0,,,瑞典,Sweden,Sweden,
儲能,Seed,"電化學儲能,儲能系統整合","鋰硫電池,設備供應安裝",Echion Technologies,,Echion Technologies,https://www.crunchbase.com/organization/echion-technologies,34485.0,Echion Technologies Ltd.,company,https://www.echiontech.com,GBR,Cambridgeshire,Cambridge,operating,Echion Technologies develops XNO anode materials designed for Li-ion batteries used in heavy-duty electric vehicles.,"Battery,Energy Storage,Manufacturing,Renewable Energy","Energy,Manufacturing,Sustainability",7.0,67305898.0,2017-01-01,2024-11-21,,,https://images.crunchbase.com/image/upload/t_cb-default-original/br2cvkgqf5prlkhogkia,,company,,242bbff3-6bac-4073-bf1e-d92dd666eafd,GBR,2018-11-23,1923003.0,,,3.0,Boundary Capital Partners LLP,organization,,GBR,venture_capital,27.0,,,CEO and Co-founder,,,,,,,,,2018.0,2017.0,,,英國,UK,United Kingdom of Great Britain and Northern Ireland14,
儲能,Series A,化學儲能,電轉氫,BWR Innovations,,BWR Innovations,https://www.crunchbase.com/organization/bwr-innovations,86667.0,BWR Innovations LLC,company,https://www.bwr-innovations.com/,USA,North Dakota,Fargo,operating,BWR Innovations develops zero emission electrical generators with fuel cell technologies for microgrids and virtual power plant applications,"Clean Energy,Electronics,Energy,Fuel Cell,Internet of Things","Consumer Electronics,Energy,Hardware,Internet Services,Sustainability",4.0,4500080.0,2018-01-01,2023-09-13,,,https://images.crunchbase.com/image/upload/t_cb-default-original/mhp1rw68gzpxdmfebiok,Blue Water Resolute,company,,3343e5d6-cc4e-472d-a557-9e80e8927073,USA,2023-01-30,1250000.0,,,,,,,,,,,,Telemetry Engineer,,,,,,,,,2023.0,2018.0,,,美國,USA,United States of America,
儲能,Series A,儲能系統整合,設備供應安裝,Efficient Energy Technology,,Efficient Energy Technology,https://www.crunchbase.com/organization/efficient-energy-technology,41360.0,Efficient Energy Technology GmbH,company,https://www.eet.energy,AUT,Steiermark,Graz,operating,"Efficient Energy Technology makes renewable energy simple, safe, and dependable for everyone.","Energy Storage,Renewable Energy","Energy,Sustainability",2.0,7221377.0,2017-01-01,2023-08-04,,,https://images.crunchbase.com/image/upload/t_cb-default-original/bmfelw8uaoa0kxdvwkaa,,company,,87ce759d-ee09-4f7f-9485-9f89ff0c6520,AUT,2023-08-04,7166854.0,,,3.0,Christoph Ostermann,person,,DEU,angel,4.0,,Statkraft Ventures,,,,,,,,,,2023.0,2017.0,,,奧地利,Austria,Austria,
儲能,Series D,電化學儲能,固態電池,Beijing Weilan New Energy Technology,,Beijing Weilan New Energy Technology,https://www.crunchbase.com/organization/beijing-weilan-new-energy-technology,15692.0,"Beijing Weilan New Energy Technology Co., Ltd.",company,http://www.solidstatelion.com,CHN,Beijing,Beijing,operating,Beijing Weilan New Energy Technology is an enterprise company focusing on the development of next-generation all-solid-state batteries.,"Battery,Electronics,Energy,Manufacturing","Consumer Electronics,Energy,Hardware,Manufacturing",6.0,302669072.0,2016-01-01,2025-09-30,,,https://images.crunchbase.com/image/upload/t_cb-default-original/ifpimzwkcx6mzop3cweg,WeLion New Energy Technology,company,,9d815a14-adaf-444d-9956-761782105657,CHN,2022-11-04,208765362.0,,,14.0,Chengtong Mixed Reform,organization,,CHN,private_equity_firm,13.0,,Chengtong Mixed Reform,Founder,,,,,,,,,2022.0,2016.0,,,中國,China,Peoples Republic of China2,$2B
儲能,Series C,"機械儲能,儲能系統整合","重力儲能,設備供應安裝",Energy Vault,,Energy Vault,https://www.crunchbase.com/organization/energy-vault-sa,633.0,Energy Vault SA,company,https://energyvault.com/,CHE,Ticino,Lugano,ipo,"Energy Vault offers a utility-scale, gravity-based storage solution for renewable energy.","Energy,Energy Management,Energy Storage,Renewable Energy","Energy,Sustainability",12.0,826000000.0,2017-01-01,2025-09-26,,,https://images.crunchbase.com/image/upload/t_cb-default-original/ofbq1glwmuwbi2fmi2ux,Energy Vault SA,company,,c2b22195-555f-4c20-9060-879c6934ebcd,CHE,2021-08-25,100000000.0,,,12.0,Gordon Crawford,person,,JEY,angel,24.0,,Prime Movers Lab,Co-Founder and CEO,,,,nyse,NRGV,2022-02-14,1100000000.0,235000000.0,2021.0,2017.0,,2022.0,瑞士,Switzerland,Switzerland,
儲能,Series A,電池循環經濟,"電池回收再利用,二次生命電池",Addionics,,Addionics,https://www.crunchbase.com/organization/addionics-london-united-kingdom,22330.0,Addionics Ltd.,company,http://www.addionics.com,GBR,England,London,operating,Addionics manufactures 3D Current Collectors to enhance battery performance and production efficiency.,"3D Technology,Battery,Manufacturing","Energy,Hardware,Manufacturing,Software",10.0,73000000.0,2018-01-01,2024-07-25,,,https://images.crunchbase.com/image/upload/t_cb-default-original/f96zjkuuz1k4e1et47fj,,company,,17618fa7-3256-4fc6-a4f2-7a19e7ce9227,GBR,2022-01-25,27000000.0,,,17.0,Magna Capital Partners,organization,,USA,venture_capital,14.0,,Deep Insight,Chief executive officer and co-founder,,,,,,,,,2022.0,2018.0,,,英國,UK,United Kingdom of Great Britain and Northern Ireland14,
